year,agency,unit_id,fire_name,inc_num,alarm_date,cont_date,cause,report_ac,gis_acres,c_method,objective,unit,lat,lon
1950,California Department of Forestry and Fire Protection,Tulare County,STWART MOUNTAIN,0,1950-09-03 00:00:00,,14 - Unknown / Unidentified,,652.5278,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1950,California Department of Forestry and Fire Protection,Tulare County,THREE RIVERS,0,1950-07-15 00:00:00,,14 - Unknown / Unidentified,,1178.218,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1951,California Department of Forestry and Fire Protection,Tulare County,GILL #2,0,1951-06-03 00:00:00,,14 - Unknown / Unidentified,,628.6411,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1952,California Department of Forestry and Fire Protection,Tulare County,FRAZIER VALLEY,0,1952-07-02 00:00:00,,14 - Unknown / Unidentified,,416.0143,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1953,California Department of Forestry and Fire Protection,Tulare County,DUPREE,0,1953-08-11 00:00:00,,9 - Miscellaneous,,236.4592,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1954,California Department of Forestry and Fire Protection,Tulare County,DAVIS #2,0,1954-08-03 00:00:00,,14 - Unknown / Unidentified,,5202.216,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1954,California Department of Forestry and Fire Protection,Tulare County,ELLIOTT,0,1954-07-29 00:00:00,,14 - Unknown / Unidentified,,1951.836,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1954,California Department of Forestry and Fire Protection,Tulare County,KIRK,0,1954-08-20 00:00:00,,14 - Unknown / Unidentified,,193.4285,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1954,California Department of Forestry and Fire Protection,Tulare County,RED MOUNTAIN,0,1954-05-25 00:00:00,,14 - Unknown / Unidentified,,798.6353,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1954,California Department of Forestry and Fire Protection,Tulare County,SMITH RANCH,0,1954-06-11 00:00:00,,14 - Unknown / Unidentified,,1437.016,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1956,California Department of Forestry and Fire Protection,Tulare County,GILL #3,0,1956-07-27 00:00:00,,14 - Unknown / Unidentified,,312.9708,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1957,California Department of Forestry and Fire Protection,Tulare County,CONLEY CREEK,0,1957-06-23 00:00:00,,14 - Unknown / Unidentified,,219.1849,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1957,California Department of Forestry and Fire Protection,Tulare County,KING GEORGE,0,1957-06-27 00:00:00,,14 - Unknown / Unidentified,,453.483,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1958,California Department of Forestry and Fire Protection,Tulare County,ROCKY HILL,0,1958-07-28 00:00:00,,14 - Unknown / Unidentified,,391.718,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1958,California Department of Forestry and Fire Protection,Tulare County,WOODLAKE MTN.,0,1958-07-28 00:00:00,,14 - Unknown / Unidentified,,769.4844,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1958,California Department of Forestry and Fire Protection,Tulare County,BLACK MOUNTAIN,0,1958-07-28 00:00:00,,14 - Unknown / Unidentified,,1277.047,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1958,California Department of Forestry and Fire Protection,Tulare County,CLATTE,0,1958-07-28 00:00:00,,14 - Unknown / Unidentified,,389.8224,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1958,California Department of Forestry and Fire Protection,Tulare County,MEHRTEN,0,1958-07-28 00:00:00,,14 - Unknown / Unidentified,,2016.232,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1963,California Department of Forestry and Fire Protection,Tulare County,BALANCE ROCK,0,1963-08-25 00:00:00,,14 - Unknown / Unidentified,,326.8597,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1963,California Department of Forestry and Fire Protection,Tulare County,BALD MOUNTAIN,0,1963-06-09 00:00:00,,14 - Unknown / Unidentified,,313.0777,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1963,California Department of Forestry and Fire Protection,Tulare County,WIGGLETAIL,0,1963-07-27 00:00:00,,14 - Unknown / Unidentified,,587.6402,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1966,California Department of Forestry and Fire Protection,Tulare County,GILL #2,0,1966-05-25 00:00:00,,14 - Unknown / Unidentified,,359.4314,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1967,California Department of Forestry and Fire Protection,Tulare County,FOUNTAIN SPRINGS,0,1967-10-12 00:00:00,,14 - Unknown / Unidentified,,353.1414,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1967,California Department of Forestry and Fire Protection,Tulare County,SHEPHERD PEAK,967095,1967-08-24 00:00:00,,1 - Lightning,,1984.729,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1968,California Department of Forestry and Fire Protection,Tulare County,LEWIS CREEK,0,1968-09-22 00:00:00,,14 - Unknown / Unidentified,,2052.098,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1968,California Department of Forestry and Fire Protection,Tulare County,RANCHERIA,0,1968-07-22 00:00:00,,14 - Unknown / Unidentified,,477.1058,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1969,California Department of Forestry and Fire Protection,Tulare County,BALD MOUNTAIN,0,1969-10-03 00:00:00,,14 - Unknown / Unidentified,,242.2225,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1969,California Department of Forestry and Fire Protection,Tulare County,TEAPOT DOME HILL,0,1969-06-27 00:00:00,,14 - Unknown / Unidentified,,275.326,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1970,California Department of Forestry and Fire Protection,Tulare County,GIBBON,0,1970-06-02 00:00:00,,14 - Unknown / Unidentified,,492.7802,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1970,California Department of Forestry and Fire Protection,Tulare County,OAT CANYON,0,1970-06-17 00:00:00,,14 - Unknown / Unidentified,,139.1031,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1974,California Department of Forestry and Fire Protection,Tulare County,DUDLEY,0,1974-07-23 00:00:00,,14 - Unknown / Unidentified,,696.9221,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1974,California Department of Forestry and Fire Protection,Tulare County,ROBLE LOMAS,0,1974-08-16 00:00:00,,14 - Unknown / Unidentified,,1534.98,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1975,California Department of Forestry and Fire Protection,Tulare County,BOYDE'S GRADE,0,1975-06-11 00:00:00,,14 - Unknown / Unidentified,,601.7175,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1975,California Department of Forestry and Fire Protection,Tulare County,WOODLAKE MOUNTAIN,0,1975-06-17 00:00:00,,14 - Unknown / Unidentified,,1574.201,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1975,California Department of Forestry and Fire Protection,Tulare County,YOKOHL,0,1975-06-11 00:00:00,,14 - Unknown / Unidentified,,1594.839,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1979,California Department of Forestry and Fire Protection,Tulare County,ANTELOPE VALLEY,2937,1979-07-05 00:00:00,,14 - Unknown / Unidentified,,1278.822,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1979,California Department of Forestry and Fire Protection,Tulare County,CORP'S OF ENGINEER#3,2063,1979-06-01 00:00:00,,14 - Unknown / Unidentified,,284.287,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1979,California Department of Forestry and Fire Protection,Tulare County,LIGHTNING #2,3252,1979-07-19 00:00:00,,14 - Unknown / Unidentified,,370.471,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1979,California Department of Forestry and Fire Protection,Tulare County,TAYLOR,2557,1979-06-20 00:00:00,,14 - Unknown / Unidentified,,1497.994,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1979,California Department of Forestry and Fire Protection,Tulare County,WOODLAKE MTN.,3029,1979-07-09 00:00:00,,14 - Unknown / Unidentified,,1870.621,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1981,California Department of Forestry and Fire Protection,Tulare County,GILL,2393,1981-06-14 00:00:00,,7 - Arson,,716.9662,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1981,California Department of Forestry and Fire Protection,Tulare County,OAT CREEK,3042,1981-07-09 00:00:00,,2 - Equipment Use,,592.604,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1982,California Department of Forestry and Fire Protection,Tulare County,AVENUE 2,2544,1982-06-26 00:00:00,,14 - Unknown / Unidentified,,424.2102,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1982,California Department of Forestry and Fire Protection,Tulare County,OAK FLAT,3845,1982-08-23 00:00:00,,9 - Miscellaneous,,614.4627,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1982,California Department of Forestry and Fire Protection,Tulare County,ROBLE LOMAS,4257,1982-09-13 00:00:00,,2 - Equipment Use,,684.5577,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1983,California Department of Forestry and Fire Protection,Tulare County,CUIDADO,2505,1983-06-18 00:00:00,,2 - Equipment Use,,1433.113,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1983,California Department of Forestry and Fire Protection,Tulare County,DRY CREEK,2570,1983-06-20 00:00:00,,7 - Arson,,401.3826,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1983,California Department of Forestry and Fire Protection,Tulare County,MUD SPRINGS,2273,1983-06-08 00:00:00,,7 - Arson,,284.8536,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1983,California Department of Forestry and Fire Protection,Tulare County,COOPER,0,1983-08-05 00:00:00,,14 - Unknown / Unidentified,,1544.189,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1984,California Department of Forestry and Fire Protection,Tulare County,BAR-O ESCAPE,4079,1984-08-29 00:00:00,,9 - Miscellaneous,,2928.65,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1984,California Department of Forestry and Fire Protection,Tulare County,WELLS,3041,1984-07-05 00:00:00,,14 - Unknown / Unidentified,,512.5801,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1984,California Department of Forestry and Fire Protection,Tulare County,BLUE RIDGE,0,1984-08-21 00:00:00,,14 - Unknown / Unidentified,,1544.511,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1984,California Department of Forestry and Fire Protection,Tulare County,BEAR CREEK,0,1984-10-10 00:00:00,,14 - Unknown / Unidentified,,2788.485,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1986,California Department of Forestry and Fire Protection,Tulare County,BRADLEY,4482,1986-07-30 00:00:00,,2 - Equipment Use,,736.4492,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1987,California Department of Forestry and Fire Protection,Tulare County,PIERCE,1033,1987-08-29 00:00:00,1987-09-05,1 - Lightning,700.0,685.4352,8 - Unknown,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1987,California Department of Forestry and Fire Protection,Tulare County,CASE,0,1987-08-29 00:00:00,1987-09-10,1 - Lightning,4500.0,4510.327,8 - Unknown,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1988,California Department of Forestry and Fire Protection,Tulare County,COOPER,0,1988-08-01 00:00:00,,14 - Unknown / Unidentified,,1850.153,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1988,California Department of Forestry and Fire Protection,Tulare County,LINDSAY,4066,1988-06-22 00:00:00,,14 - Unknown / Unidentified,,1334.562,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1990,California Department of Forestry and Fire Protection,Tulare County,ANTELOPE,3989,1990-07-05 00:00:00,,14 - Unknown / Unidentified,,867.0367,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1990,California Department of Forestry and Fire Protection,Tulare County,GRAPEVINE,0,1990-10-08 00:00:00,,14 - Unknown / Unidentified,,2378.758,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1991,California Department of Forestry and Fire Protection,Tulare County,BLUE MOUNTAIN,0,1991-09-22 00:00:00,,14 - Unknown / Unidentified,,2299.281,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1993,California Department of Forestry and Fire Protection,Tulare County,ELEPHANT,5597,,,14 - Unknown / Unidentified,,218.8506,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1994,California Department of Forestry and Fire Protection,Tulare County,BEAR CREEK,0,1994-08-15 00:00:00,,14 - Unknown / Unidentified,,425.7026,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1995,California Department of Forestry and Fire Protection,Tulare County,YOKOHL,5878,1995-08-05 00:00:00,,14 - Unknown / Unidentified,,828.3671,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1996,California Department of Forestry and Fire Protection,Tulare County,LINDSAY,6883,1996-07-27 00:00:00,,14 - Unknown / Unidentified,,325.8071,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1996,California Department of Forestry and Fire Protection,Tulare County,PARK,7720,1996-07-20 00:00:00,,14 - Unknown / Unidentified,,548.0892,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1997,California Department of Forestry and Fire Protection,Tulare County,LEWIS,5071,1997-06-13 00:00:00,,2 - Equipment Use,,334.8095,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1997,California Department of Forestry and Fire Protection,Tulare County,SCHOOL,6909,1997-08-12 00:00:00,,14 - Unknown / Unidentified,,386.9835,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1997,California Department of Forestry and Fire Protection,Tulare County,CARANTON,4279,1997-05-17 00:00:00,,2 - Equipment Use,,165.45,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1997,California Department of Forestry and Fire Protection,Tulare County,LEWIS,0,1997-06-06 00:00:00,,2 - Equipment Use,,400.8379,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1999,California Department of Forestry and Fire Protection,Tulare County,SUCCESS,6347,1999-07-17 00:00:00,,7 - Arson,,199.643,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2000,California Department of Forestry and Fire Protection,Tulare County,ELEPHANT,4863,2000-06-01 00:00:00,,18 - Escaped Prescribed Burn,,886.4835,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2000,California Department of Forestry and Fire Protection,Tulare County,SUCCESS,6521,2000-07-09 00:00:00,,7 - Arson,,330.5911,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2000,California Department of Forestry and Fire Protection,Tulare County,LINDSAY,5549,2000-06-18 00:00:00,,7 - Arson,,176.1224,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2001,California Department of Forestry and Fire Protection,Tulare County,VANDER-BOWEN,6158,2001-06-29 00:00:00,,10 - Vehicle,,604.4866,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2002,California Department of Forestry and Fire Protection,Tulare County,ELDERWOOD,4659,2002-05-16 00:00:00,2002-05-16,6 - Railroad,145.0,152.55,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2002,California Department of Forestry and Fire Protection,Tulare County,STAGE,6214,2002-06-22 00:00:00,2002-06-22,7 - Arson,1160.0,1159.797,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2002,California Department of Forestry and Fire Protection,Tulare County,LOUIS,7670,2002-07-21 00:00:00,2002-07-21,9 - Miscellaneous,280.0,333.9936,6 - Hand Drawn,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2003,California Department of Forestry and Fire Protection,Tulare County,FRAZIER,7233,2003-07-08 00:00:00,,14 - Unknown / Unidentified,,697.8782,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2003,California Department of Forestry and Fire Protection,Tulare County,ELEPHANT,8652,2003-08-06 00:00:00,2003-08-06,14 - Unknown / Unidentified,,243.4415,8 - Unknown,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2003,California Department of Forestry and Fire Protection,Tulare County,BOYD,6303,2003-06-21 00:00:00,,14 - Unknown / Unidentified,,120.3256,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2003,California Department of Forestry and Fire Protection,Tulare County,VALLEY,6909,2003-07-03 00:00:00,,14 - Unknown / Unidentified,,129.8891,,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2003,California Department of Forestry and Fire Protection,Tulare County,CASTLE,7429,2003-07-12 00:00:00,2003-07-12,14 - Unknown / Unidentified,,156.1365,8 - Unknown,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2003,California Department of Forestry and Fire Protection,Tulare County,DINELEY,7054,2003-07-05 00:00:00,2003-07-06,11 - Powerline,206.0,205.5308,7 - Mixed Collection Methods,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2004,California Department of Forestry and Fire Protection,Tulare County,CASTLE,6407,,,14 - Unknown / Unidentified,570.09,570.1089,8 - Unknown,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2004,California Department of Forestry and Fire Protection,Tulare County,STAGEL,0,,,14 - Unknown / Unidentified,313.36,313.3734,8 - Unknown,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2004,California Department of Forestry and Fire Protection,Tulare County,FRAZIER,4886,2004-05-07 00:00:00,,14 - Unknown / Unidentified,1563.67,1563.704,8 - Unknown,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2005,California Department of Forestry and Fire Protection,Tulare County,RED,8868,2005-07-27 00:00:00,2005-07-28,14 - Unknown / Unidentified,870.0,764.7642,8 - Unknown,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2005,California Department of Forestry and Fire Protection,Tulare County,MILLWOOD,7505,2005-07-07 00:00:00,2005-07-07,14 - Unknown / Unidentified,2600.0,2901.62,8 - Unknown,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2006,California Department of Forestry and Fire Protection,Tulare County,STOKES,6585,2006-06-17 00:00:00,2006-06-17,7 - Arson,320.0,348.0857,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2006,California Department of Forestry and Fire Protection,Tulare County,W,6967,2006-06-24 00:00:00,2006-06-24,7 - Arson,800.0,362.372,7 - Mixed Collection Methods,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2006,California Department of Forestry and Fire Protection,Tulare County,COYOTE,8471,2006-07-20 00:00:00,2006-07-21,1 - Lightning,1350.0,1359.883,7 - Mixed Collection Methods,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2007,California Department of Forestry and Fire Protection,Tulare County,HORSE,57010,2007-05-28 00:00:00,2007-05-30,7 - Arson,410.0,434.789,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2007,California Department of Forestry and Fire Protection,Tulare County,SHANNON,59400,2007-06-03 00:00:00,2007-06-04,2 - Equipment Use,2140.0,2140.999,2 - GPS Air,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2008,California Department of Forestry and Fire Protection,Tulare County,ELK,485,2008-08-14 00:00:00,2008-08-14,7 - Arson,600.0,588.9744,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2008,California Department of Forestry and Fire Protection,Tulare County,RODEO,486,2008-08-14 00:00:00,2008-08-14,7 - Arson,600.0,463.0821,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2008,California Department of Forestry and Fire Protection,Tulare County,WIGGELL,348,2008-07-01 00:00:00,2008-07-01,7 - Arson,450.0,299.7513,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2008,California Department of Forestry and Fire Protection,Tulare County,FOUNTAIN,235,2008-06-01 00:00:00,2008-06-01,9 - Miscellaneous,290.0,292.4784,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2009,California Department of Forestry and Fire Protection,Tulare County,LIGHTNING 1,127,2009-05-28 00:00:00,2009-05-29,1 - Lightning,,294.5972,8 - Unknown,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2010,California Department of Forestry and Fire Protection,Tulare County,BALES,98,2010-06-04 00:00:00,2010-06-04,2 - Equipment Use,,913.1573,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2010,California Department of Forestry and Fire Protection,Tulare County,STOKES 2,320,2010-08-17 00:00:00,2010-08-18,2 - Equipment Use,879.0,895.2642,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2011,California Department of Forestry and Fire Protection,Tulare County,GRANITE,368,2011-07-11 00:00:00,2011-07-11,1 - Lightning,480.0,872.8737,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2011,California Department of Forestry and Fire Protection,Tulare County,MUD SPRINGS,393,2011-09-23 00:00:00,2011-09-23,1 - Lightning,350.0,342.8059,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2011,California Department of Forestry and Fire Protection,Tulare County,ROADRUNNER,345,2011-09-04 00:00:00,2011-09-04,7 - Arson,335.0,334.6219,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2011,California Department of Forestry and Fire Protection,Tulare County,STAGE,134,2011-06-27 00:00:00,2011-06-27,2 - Equipment Use,1235.0,1129.855,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2011,California Department of Forestry and Fire Protection,Tulare County,TENNESSEE,368,2011-09-11 00:00:00,2011-09-11,1 - Lightning,380.0,484.8282,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2017,California Department of Forestry and Fire Protection,Tulare County,DINELY,286,2017-06-07 00:00:00,2017-06-11,2 - Equipment Use,339.0,340.5638,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2017,California Department of Forestry and Fire Protection,Tulare County,ROADRUNNER,441,2017-07-30 00:00:00,2017-08-01,7 - Arson,2289.0,2284.596,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
2017,California Department of Forestry and Fire Protection,Tulare County,ELEPHANT 2,420,2017-07-20 00:00:00,2017-07-22,7 - Arson,416.0,415.2116,1 - GPS Ground,Suppression (Wildfire),Tulare County,36.210334,-119.335214
1925,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,358.0459,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1941,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,415.2307,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1941,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,228.7558,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1941,USDA Forest Service,Toiyabe National Forest, ,0,1941-08-03 00:00:00,1941-08-03,9 - Miscellaneous,,1665.251,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1943,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,633.3734,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1943,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,132.1755,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1943,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,5330.642,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1944,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,437.7984,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1944,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,441.6716,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1944,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,216.1948,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1945,USDA Forest Service,Toiyabe National Forest, ,0,1945-08-03 00:00:00,,6 - Railroad,,1537.89,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1946,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,204.9672,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1946,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,227.4038,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1947,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,145.7287,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1947,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,537.1155,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1947,USDA Forest Service,Toiyabe National Forest, ,0,,,3 - Smoking,,301.2509,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1947,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,293.1208,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1947,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,158.4271,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1947,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,14394.52,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1947,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,307.8468,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1947,USDA Forest Service,Toiyabe National Forest, ,0,,,3 - Smoking,,4512.85,8 - Unknown,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1948,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,933.5803,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1948,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,301.9992,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1948,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,515.0502,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1948,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,220.474,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1949,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,8816.588,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1949,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,1417.755,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1949,USDA Forest Service,Toiyabe National Forest, ,0,1949-08-02 00:00:00,1949-08-02,9 - Miscellaneous,,3546.46,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1950,USDA Forest Service,Toiyabe National Forest, ,0,,,14 - Unknown / Unidentified,,2274.123,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1951,USDA Forest Service,Toiyabe National Forest, ,0,1951-08-06 00:00:00,,14 - Unknown / Unidentified,,115.3459,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1951,USDA Forest Service,Toiyabe National Forest, ,0,1951-07-04 00:00:00,,14 - Unknown / Unidentified,,165.4879,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1951,USDA Forest Service,Toiyabe National Forest, ,0,1951-08-06 00:00:00,,3 - Smoking,,3212.859,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1952,USDA Forest Service,Toiyabe National Forest, ,0,1952-10-23 00:00:00,,14 - Unknown / Unidentified,,456.2209,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
1953,USDA Forest Service,Toiyabe National Forest, ,0,1953-08-24 00:00:00,,14 - Unknown / Unidentified,,335.8757,,Suppression (Wildfire),Toiyabe National Forest,38.62689,-119.3935
